prodvec,modelvec,newmodv,model_year,id,firmid,market,hpwt,space,air,mpd,price,mpg,quantity,share,share_out,year,domestic,japan,european
CVIMPA,CVIMPA,CVIMPA81,81,3039,19,14,0.315277,1.599988,0,1.628795,8.561116,1.9,258.902,0.002983,0.888114,84,1,0,0
CVCORV,CVCORV,CVCORV84,84,3041,19,14,0.664075,1.25315,1,1.371617,20.981713,1.6,30.424,0.000351,0.888114,84,1,0,0
CRLeBA,CRLeBA,CRLeBA84,84,3042,16,14,0.38477,1.23163,0,2.314604,8.644851,2.7,98.83,0.001139,0.888114,84,1,0,0
CRLASE,CRLASE,CRLASE84,84,3044,16,14,0.392079,1.21275,0,2.057426,8.485082,2.4,53.131,0.000612,0.888114,84,1,0,0
CRE-CL,CRE-CL,CRE-CL84,84,3045,16,14,0.391304,1.278576,0,2.143152,9.309913,2.5,40.265,0.000464,0.888114,84,1,0,0
CRNEWY,CRNEWY,CRNEWY84,84,3046,16,14,0.523364,1.268331,0,2.143152,11.607315,2.5,39.303,0.000453,0.888114,84,1,0,0
CRFIFT,CRFIFT,CRFIFT84,84,3047,16,14,0.355191,1.533714,1,1.457343,13.353224,1.7,94.34,0.001087,0.888114,84,1,0,0
DGCOLT,DGCOLT,DGCOLT80,80,3048,16,14,0.369042,1.00786,0,2.571782,5.427334,3,69.379,0.000799,0.888114,84,1,0,0
DGARIE,DGARIE,DGARIE83,83,3050,16,14,0.413259,1.208046,0,2.314604,6.658325,2.7,111.984,0.00129,0.888114,84,1,0,0
DGDAYT,DGDAYT,DGDAYT84,84,3051,16,14,0.391614,1.21275,0,2.057426,8.149182,2.4,44.717,0.000515,0.888114,84,1,0,0
DG600,DG600,DG60083,83,3052,16,14,0.386115,1.279942,0,2.143152,8.820982,2.5,42.843,0.000494,0.888114,84,1,0,0
DGDIPL,DGDIPL,DGDIPL84,84,3053,16,14,0.376375,1.526294,0,1.457343,8.500481,1.7,28.623,0.00033,0.888114,84,1,0,0
FDESCO,FDESCO,FDESCO84,84,3054,18,14,0.384986,1.080101,0,2.314604,5.615977,2.7,353.578,0.004074,0.888114,84,1,0,0
FDTEMP,FDTEMP,FDTEMP84,84,3056,18,14,0.357751,1.166444,0,2.314604,6.583253,2.7,256.532,0.002956,0.888114,84,1,0,0
FDMUST,FDMUST,FDMUST74,74,3057,18,14,0.33033,1.237581,0,2.057426,6.831569,2.4,138.296,0.001593,0.888114,84,1,0,0
FDLTD,FDLTD,FDLTD83,83,3060,18,14,0.315186,1.39515,0,1.9717,8.275265,2.3,196.907,0.002269,0.888114,84,1,0,0
FDCRNV,FDCRNV,FDCRNV84,84,3063,18,14,0.375536,1.636025,0,1.457343,9.446583,1.7,169.253,0.00195,0.888114,84,1,0,0
FDTHUN,FDTHUN,FDTHUN84,84,3065,18,14,0.391007,1.404936,0,1.714521,9.271415,2,154.865,0.001784,0.888114,84,1,0,0
LCTOWN,LCTOWN,LCTOWN84,84,3067,18,14,0.447718,1.71039,1,1.457343,17.768046,1.7,90.869,0.001047,0.888114,84,1,0,0
LCMARK,LCMARK,LCMARK84,84,3068,18,14,0.386207,1.437852,1,1.457343,20.892204,1.7,29.496,0.00034,0.888114,84,1,0,0
LCCONT,LCCONT,LCCONT82,82,3069,18,14,0.373333,1.477152,1,1.457343,20.951877,1.7,31.11,0.000358,0.888114,84,1,0,0
MCLYNX,MCLYNX,MCLYNX84,84,3070,18,14,0.367647,1.080101,0,2.314604,5.541867,2.7,67.725,0.00078,0.888114,84,1,0,0
MCTOPA,MCTOPA,MCTOPA84,84,3072,18,14,0.355631,1.16843,0,2.314604,6.737247,2.7,73.454,0.000846,0.888114,84,1,0,0
MCCAPR,MCCAPR,MCCAPR79,79,3073,18,14,0.317919,1.237581,0,2.057426,7.466795,2.4,17.739,0.000204,0.888114,84,1,0,0
MCCOUG,MCCOUG,MCCOUG84,84,3076,18,14,0.391517,1.404936,0,1.714521,9.603465,2,120.964,0.001394,0.888114,84,1,0,0
MCMARQ,MCMARQ,MCMARQ83,83,3078,18,14,0.300546,1.39515,0,1.9717,8.399423,2.3,103.722,0.001195,0.888114,84,1,0,0
MCGRAN,MCGRAN,MCGRAN84,84,3081,18,14,0.37037,1.6585,0,1.457343,11.20308,1.7,143.594,0.001655,0.888114,84,1,0,0
ODFIRE,ODFIRE,ODFIRE84,84,3083,19,14,0.357578,1.1453,0,2.314604,7.026949,2.7,62.456,0.00072,0.888114,84,1,0,0
ODOMEG,ODOMEG,ODOMEG80,80,3085,19,14,0.363206,1.275944,0,2.314604,7.538017,2.7,34.103,0.000393,0.888114,84,1,0,0
ODCUTL,ODCUTL,ODCUTL75,75,3087,19,14,0.337838,1.440876,0,1.800248,9.171319,2.1,302.087,0.003481,0.888114,84,1,0,0
ODCIER,ODCIER,ODCIER84,84,3089,19,14,0.339358,1.30938,0,2.143152,8.857555,2.5,242.209,0.002791,0.888114,84,1,0,0
ODDELT,ODDELT,ODDELT77,77,3093,19,14,0.311526,1.664103,0,1.628795,9.673725,1.9,258.297,0.002976,0.888114,84,1,0,0
OD98,OD98,OD9884,84,3096,19,14,0.339312,1.686993,1,1.457343,13.619827,1.7,100.419,0.001157,0.888114,84,1,0,0
ODTORO,ODTORO,ODTORO84,84,3097,19,14,0.337473,1.47084,1,1.371617,15.502406,1.6,41.605,0.000479,0.888114,84,1,0,0
PLCOLT,PLCOLT,PLCOLT84,84,3099,16,14,0.381963,1.00786,0,2.571782,5.427334,3,69.379,0.000799,0.888114,84,1,0,0
PLHORI,PLHORI,PLHORI80,80,3101,16,14,0.297536,1.084384,0,2.914686,5.732435,3.4,78.298,0.000902,0.888114,84,1,0,0
PLRELI,PLRELI,PLRELI83,83,3102,16,14,0.406607,1.208046,0,2.314604,6.658325,2.7,138.154,0.001592,0.888114,84,1,0,0
PLGRAN,PLGRAN,PLGRAN84,84,3104,16,14,0.365374,1.526294,0,1.457343,8.500481,1.7,16.609,0.000191,0.888114,84,1,0,0
PT1000,PT1000,PT100084,84,3105,19,14,0.312801,1.0044,0,2.657508,5.41001,3.1,28.004,0.000323,0.888114,84,1,0,0
PT2000,PT2000,PT200083,83,3106,19,14,0.349127,1.190896,0,2.486056,6.543792,2.9,126.916,0.001462,0.888114,84,1,0,0
PTPHOE,PTPHOE,PTPHOE80,80,3108,19,14,0.373528,1.258311,0,2.143152,6.823869,2.5,13.202,0.000152,0.888114,84,1,0,0
PT6000,PT6000,PT600082,82,3110,19,14,0.334789,1.35936,0,2.143152,8.539942,2.5,125.828,0.00145,0.888114,84,1,0,0
PTFIER,PTFIER,PTFIER84,84,3114,19,14,0.377513,1.107223,0,2.143152,7.39076,2.5,93.485,0.001077,0.888114,84,1,0,0
PTFIRE,PTFIRE,PTFIRE84,84,3115,19,14,0.362098,1.374876,0,1.714521,8.276227,2,101.414,0.001169,0.888114,84,1,0,0
PTBONN,PTBONN,PTBONN84,84,3117,19,14,0.348542,1.433432,0,1.800248,8.788258,2.1,65.387,0.000753,0.888114,84,1,0,0
PTGRAN,PTGRAN,PTGRAN84,84,3119,19,14,0.343,1.459737,0,1.800248,8.801732,2.1,71.609,0.000825,0.888114,84,1,0,0
PTPARI,PTPARI,PTPARI84,84,3121,19,14,0.315729,1.597866,0,1.628795,9.510106,1.9,62.084,0.000715,0.888114,84,1,0,0
ARGTV6,ARGTV6,ARGTV681,81,3124,20,14,0.545519,1.12136,0,1.800248,18.286814,2.1,3.702,0.000043,0.888114,84,0,0,1
AD5000,AD5000,AD500083,83,3126,7,14,0.351617,1.375878,1,1.885974,15.861405,2.2,41.651,0.00048,0.888114,84,0,0,1
AD4000,AD4000,AD400084,84,3128,7,14,0.397291,1.169092,1,2.40033,12.492782,2.8,10.43,0.00012,0.888114,84,0,0,1
BW318i,BW318i,BW318i84,84,3129,8,14,0.427966,1.145664,1,2.314604,15.813282,2.7,28.674,0.00033,0.888114,84,0,0,1
BW325e,BW325e,BW325e84,84,3130,8,14,0.640543,1.145664,1,2.314604,20.182868,2.7,15.773,0.000182,0.888114,84,0,0,1
BW528e,BW528e,BW528e82,82,3131,8,14,0.409753,1.2474,1,1.885974,23.642926,2.2,15.395,0.000177,0.888114,84,0,0,1
BW733i,BW733i,BW733i81,81,3133,8,14,0.526163,1.399566,1,1.628795,34.971126,1.9,8.359,0.000096,0.888114,84,0,0,1
BW633C,BW633C,BW633C84,84,3134,8,14,0.540299,1.315902,1,1.628795,39.177093,1.9,2.695,0.000031,0.888114,84,0,0,1
HD1500,HD1500,HD150084,84,3135,3,14,0.391753,1.04576,0,3.000413,6.825794,3.5,137.405,0.001583,0.888114,84,0,1,0
HDACCO,HDACCO,HDACCO84,84,3137,3,14,0.378688,1.143608,0,2.743234,8.220404,3.2,256.6,0.002957,0.888114,84,0,1,0
HDPREL,HDPREL,HDPREL83,83,3138,3,14,0.441306,1.131279,0,1.9717,9.612127,2.3,66.924,0.000771,0.888114,84,0,1,0
ISI-MA,ISI-MA,ISI-MA84,84,3139,13,14,0.333761,1.054926,0,2.314604,6.289702,2.7,4.427,0.000051,0.888114,84,0,1,0
ISIMPU,ISIMPU,ISIMPU84,84,3140,13,14,0.329188,1.125352,1,2.057426,10.103946,2.4,12.806,0.000148,0.888114,84,0,1,0
MZGLC,MZGLC,MZGLC79,79,3141,4,14,0.349614,1.070856,0,3.000413,6.20308,3.5,45.221,0.000521,0.888114,84,0,1,0
MZ626,MZ626,MZ62683,83,3142,4,14,0.348548,1.18237,0,2.486056,7.598653,2.9,71.407,0.000823,0.888114,84,0,1,0
MB190E,MB190E,MB190E84,84,3144,9,14,0.425612,1.15675,1,1.9717,22.550529,2.3,17.704,0.000204,0.888114,84,0,0,1
MB500S,MB500S,MB500S84,84,3147,9,14,0.475452,1.492077,1,1.285891,50,1.5,4.557,0.000053,0.888114,84,0,0,1
MB380S,MB380S,MB380S84,84,3148,9,14,0.420624,1.452642,1,2.228878,41.126083,2.6,7.135,0.000082,0.888114,84,0,0,1
MTTRED,MTTRED,MTTRED84,84,3149,10,14,0.36044,1.1206,0,2.143152,6.351299,2.5,13.724,0.000158,0.888114,84,0,1,0
MTCORD,MTCORD,MTCORD84,84,3150,10,14,0.36689,1.12796,0,2.143152,6.72666,2.5,13.194,0.000152,0.888114,84,0,1,0
MTSTAR,MTSTAR,MTSTAR84,84,3151,10,14,0.51273,1.148316,0,1.800248,12.039461,2.1,6.375,0.000073,0.888114,84,0,1,0
NISENT,NISENT,NISENT84,84,3152,2,14,0.358628,1.067374,0,3.000413,6.303176,3.5,189.48,0.002183,0.888114,84,0,1,0
NIPULS,NIPULS,NIPULS84,84,3154,2,14,0.364116,1.036112,0,3.000413,7.458133,3.5,37.287,0.00043,0.888114,84,0,1,0
NISTAN,NISTAN,NISTAN84,84,3155,2,14,0.431303,1.137504,0,2.657508,8.757459,3.1,44.613,0.000514,0.888114,84,0,1,0
NI200S,NI200S,NI200S84,84,3156,2,14,0.44522,1.140576,0,2.40033,8.122233,2.8,63.465,0.000731,0.888114,84,0,1,0
NIMAXI,NIMAXI,NIMAXI84,84,3157,2,14,0.429953,1.195116,1,1.9717,10.971126,2.3,68.209,0.000786,0.888114,84,0,1,0
NI300Z,NI300Z,NI300Z84,84,3158,2,14,0.574919,1.159053,1,1.714521,15.205967,2,73.097,0.000842,0.888114,84,0,1,0
PG505,PG505,PG50580,80,3159,14,14,0.321192,1.277028,0,1.885974,10.875842,2.2,20.007,0.000231,0.888114,84,0,0,1
PS944,PS944,PS94483,83,3161,12,14,0.514759,1.1611,1,1.885974,20.635226,2.2,12.784,0.000147,0.888114,84,0,0,1
PS911,PS911,PS91184,84,3162,12,14,0.725689,1.09785,1,1.457343,30.750722,1.7,4.32,0.00005,0.888114,84,0,0,1
PS928s,PS928s,PS928s84,84,3163,12,14,0.698299,1.270311,1,1.200165,42.348412,1.4,2.327,0.000027,0.888114,84,0,0,1
RNSPOR,RNSPOR,RNSPOR84,84,3164,24,14,0.35285,1.206975,1,2.143152,9.234841,2.5,2.971,0.000034,0.888114,84,0,0,1
RNFUEG,RNFUEG,RNFUEG83,83,3165,24,14,0.366935,1.1859,0,2.228878,8.657363,2.6,9.272,0.000107,0.888114,84,0,0,1
SA900,SA900,SA90081,81,3166,11,14,0.416667,1.24754,0,1.800248,10.991338,2.1,8.369,0.000096,0.888114,84,0,0,1
SBSTD,SBSTD,SBSTD81,81,3167,5,14,0.331707,1.0458,0,2.743234,4.801732,3.2,157.385,0.001813,0.888114,84,0,1,0
TYTERC,TYTERC,TYTERC81,81,3171,1,14,0.311558,1.009332,0,2.914686,4.906641,3.4,103.013,0.001187,0.888114,84,0,1,0
TYCORO,TYCORO,TYCORO83,83,3174,1,14,0.336377,1.070972,0,2.914686,6.25409,3.4,157.876,0.001819,0.888114,84,0,1,0
TYCELI,TYCELI,TYCELI71,71,3175,1,14,0.420673,1.15411,0,2.228878,7.41001,2.6,85.213,0.000982,0.888114,84,0,1,0
TYCAMR,TYCAMR,TYCAMR83,83,3176,1,14,0.395529,1.16774,0,2.743234,7.842156,3.2,93.725,0.00108,0.888114,84,0,1,0
TYCRES,TYCRES,TYCRES83,83,3177,1,14,0.476985,1.23823,1,1.800248,13.27719,2.1,34.456,0.000397,0.888114,84,0,1,0
VWRABB,VWRABB,VWRABB81,81,3179,7,14,0.394036,0.971922,0,2.657508,6.487007,3.1,11.552,0.000133,0.888114,84,0,0,1
VWJETT,VWJETT,VWJETT81,81,3180,7,14,0.361328,1.0752,0,2.571782,7.555342,3,37.975,0.000438,0.888114,84,0,0,1
VWSCIR,VWSCIR,VWSCIR84,84,3181,7,14,0.434783,1.06048,0,2.40033,10.461983,2.8,17.245,0.000199,0.888114,84,0,0,1
VWQUAN,VWQUAN,VWQUAN84,84,3182,7,14,0.397456,1.205538,1,1.714521,12.492782,2,18.645,0.000215,0.888114,84,0,0,1
VVDL,VVDL,VVDL84,84,3184,6,14,0.380267,1.270624,0,2.143152,11.511068,2.5,44.339,0.000511,0.888114,84,0,0,1
VVGL,VVGL,VVGL78,78,3186,6,14,0.374368,1.268605,0,2.143152,14.432146,2.5,24.271,0.00028,0.888114,84,0,0,1
AMENCO,AMENCO,AMENCO84,84,3300,15,15,0.282543,1.0439,0,2.775042,5.538104,3.1,39.179,0.000443,0.879859,85,1,0,0
AMALLI,AMALLI,AMALLI84,84,3301,15,15,0.286006,1.0647,0,2.775042,5.725836,3.1,71.494,0.000808,0.879859,85,1,0,0
AMEAGL,AMEAGL,AMEAGL85,85,3302,15,15,0.330383,1.307907,0,2.148419,9.718401,2.4,12.776,0.000144,0.879859,85,1,0,0
BKSKYH,BKSKYH,BKSKYH82,82,3304,19,15,0.359532,1.08686,0,2.336406,7.045539,2.61,85.639,0.000968,0.879859,85,1,0,0
BKSKYL,BKSKYL,BKSKYL85,85,3307,19,15,0.417132,1.247779,0,1.611314,7.404275,1.8,54.513,0.000616,0.879859,85,1,0,0
BKCENT,BKCENT,BKCENT82,82,3308,19,15,0.328707,1.280207,0,2.058902,8.870818,2.3,234.508,0.002651,0.879859,85,1,0,0
BKSOME,BKSOME,BKSOME85,85,3312,19,15,0.36192,1.2186,0,2.148419,8.231413,2.4,95.098,0.001075,0.879859,85,1,0,0
BKREGA,BKREGA,BKREGA85,85,3314,19,15,0.346784,1.436296,0,1.700832,9.226766,1.9,112.59,0.001273,0.879859,85,1,0,0
BKLeSA,BKLeSA,BKLeSA85,85,3315,19,15,0.306663,1.664208,0,1.521797,9.854089,1.7,115.212,0.001302,0.879859,85,1,0,0
BKELEC,BKELEC,BKELEC84,84,3318,19,15,0.384615,1.423254,1,1.700832,12.871747,1.9,99.185,0.001121,0.879859,85,1,0,0
BKRIVI,BKRIVI,BKRIVI85,85,3319,19,15,0.362976,1.47719,1,1.521797,15.52974,1.7,48.834,0.000552,0.879859,85,1,0,0
CDCIMA,CDCIMA,CDCIMA84,84,3320,19,15,0.334909,1.12515,1,1.611314,12.046468,1.8,23.754,0.000269,0.879859,85,1,0,0
CDSEVI,CDSEVI,CDSEVI82,82,3322,19,15,0.328688,1.452032,1,1.43228,21.616171,1.6,29.034,0.000328,0.879859,85,1,0,0
CDDEVI,CDDEVI,CDDEVI85,85,3323,19,15,0.36808,1.39815,1,1.521797,17.259294,1.7,187.664,0.002122,0.879859,85,1,0,0
CDELDO,CDELDO,CDELDO84,84,3324,19,15,0.362513,1.44377,1,1.43228,19.452602,1.6,58.31,0.000659,0.879859,85,1,0,0
CVSPRI,CVSPRI,CVSPRI85,85,3326,19,15,0.320213,0.850833,0,4.207321,4.599442,4.7,31.267,0.000353,0.879859,85,1,0,0
CVCHEV,CVCHEV,CVCHEV79,79,3327,19,15,0.30303,1.019082,0,2.416972,5.288104,2.7,129.927,0.001469,0.879859,85,1,0,0
CVSPEC,CVSPEC,CVSPEC85,85,3328,19,15,0.383982,0.991524,0,2.327454,6.110595,2.6,53.593,0.000606,0.879859,85,1,0,0
CVNOVA,CVNOVA,CVNOVA85,85,3329,19,15,0.323625,1.0855,0,2.327454,6.686803,2.6,35.594,0.000402,0.879859,85,1,0,0
CVCAVA,CVCAVA,CVCAVA84,84,3330,19,15,0.376229,1.155609,0,1.611314,6.019517,1.8,431.031,0.004873,0.879859,85,1,0,0
CVCITA,CVCITA,CVCITA80,80,3332,19,15,0.366972,1.206861,0,2.148419,6.589219,2.4,43.677,0.000494,0.879859,85,1,0,0
CVCELE,CVCELE,CVCELE84,84,3334,19,15,0.341753,1.304919,0,2.148419,7.702602,2.4,363.619,0.004111,0.879859,85,1,0,0
CVCAMA,CVCAMA,CVCAMA75,75,3338,19,15,0.362221,1.367184,0,1.611314,8.083643,1.8,199.985,0.002261,0.879859,85,1,0,0
CVMONT,CVMONT,CVMONT85,85,3340,19,15,0.408677,1.438872,0,1.611314,8.866171,1.8,112.585,0.001273,0.879859,85,1,0,0
CVIMPA,CVIMPA,CVIMPA85,85,3342,19,15,0.372706,1.599988,0,1.611314,8.846654,1.8,245.826,0.002779,0.879859,85,1,0,0
CRLeBA,CRLeBA,CRLeBA84,84,3345,16,15,0.375147,1.23163,0,2.058902,8.651487,2.3,87.482,0.000989,0.879859,85,1,0,0
CRLASE,CRLASE,CRLASE84,84,3347,16,15,0.378875,1.21275,0,2.058902,8.228625,2.3,50.957,0.000576,0.879859,85,1,0,0
CRGTS,CRGTS,CRGTS85,85,3348,16,15,0.37218,1.232132,0,2.058902,8.386617,2.3,71.018,0.000803,0.879859,85,1,0,0
CRNEWY,CRNEWY,CRNEWY84,84,3349,16,15,0.542005,1.268331,0,1.790349,11.95632,2,57.413,0.000649,0.879859,85,1,0,0
CRFIFT,CRFIFT,CRFIFT84,84,3350,16,15,0.347501,1.533714,1,1.43228,12.990706,1.6,109.01,0.001232,0.879859,85,1,0,0
DGCOLT,DGCOLT,DGCOLT85,85,3351,16,15,0.345704,1.067374,0,2.775042,5.60316,3.1,76.313,0.000863,0.879859,85,1,0,0
DGCOLT,DGCOLT,DGCOLT85,85,3353,16,15,0.345776,1.127916,0,2.148419,9.116171,2.4,23.593,0.000267,0.879859,85,1,0,0
DGOMNI,DGOMNI,DGOMNI85,85,3354,16,15,0.441582,1.084384,0,1.879867,5.554833,2.1,71.473,0.000808,0.879859,85,1,0,0
DGCHAR,DGCHAR,DGCHAR85,85,3355,16,15,0.288939,1.165916,0,2.506489,6.118959,2.8,57.171,0.000646,0.879859,85,1,0,0
DGARIE,DGARIE,DGARIE83,83,3356,16,15,0.40117,1.208046,0,2.327454,6.541822,2.6,116.284,0.001315,0.879859,85,1,0,0
DGCONQ,DGCONQ,DGCONQ85,85,3358,16,15,0.514184,1.148316,0,1.700832,11.67658,1.9,5.387,0.000061,0.879859,85,1,0,0
DGDAYT,DGDAYT,DGDAYT84,84,3359,16,15,0.379165,1.21275,0,2.058902,7.904275,2.3,49.533,0.00056,0.879859,85,1,0,0
DG600,DG600,DG60083,83,3360,16,15,0.382092,1.279942,0,2.058902,8.320632,2.3,55.33,0.000625,0.879859,85,1,0,0
DGLANC,DGLANC,DGLANC85,85,3361,16,15,0.37232,1.232132,0,2.058902,8.097584,2.3,49.615,0.000561,0.879859,85,1,0,0
DGDIPL,DGDIPL,DGDIPL84,84,3362,16,15,0.365374,1.526294,0,1.43228,8.73513,1.6,34.919,0.000395,0.879859,85,1,0,0
FDESCO,FDESCO,FDESCO84,84,3363,18,15,0.389294,1.080101,0,2.237937,5.415428,2.5,420.69,0.004756,0.879859,85,1,0,0
FDEXP,FDEXP,FDEXP85,85,3367,18,15,0.381316,1.122277,0,2.237937,6.223978,2.5,17.927,0.000203,0.879859,85,1,0,0
FDTEMP,FDTEMP,FDTEMP84,84,3368,18,15,0.369416,1.166444,0,2.237937,6.553903,2.5,281.144,0.003178,0.879859,85,1,0,0
FDMUST,FDMUST,FDMUST74,74,3369,18,15,0.339506,1.237581,0,2.058902,6.398699,2.3,157.821,0.001784,0.879859,85,1,0,0
FDLTD,FDLTD,FDLTD83,83,3372,18,15,0.301783,1.39515,0,1.879867,8.247212,2.1,185.014,0.002092,0.879859,85,1,0,0
FDCRNV,FDCRNV,FDCRNV84,84,3374,18,15,0.37746,1.636025,0,1.43228,9.859665,1.6,162.334,0.001835,0.879859,85,1,0,0
FDTHUN,FDTHUN,FDTHUN84,84,3376,18,15,0.413365,1.404936,0,1.700832,9.525093,1.9,157.209,0.001777,0.879859,85,1,0,0
LCTOWN,LCTOWN,LCTOWN84,84,3378,18,15,0.384902,1.71039,1,1.43228,17.701673,1.6,117.606,0.00133,0.879859,85,1,0,0
LCMARK,LCMARK,LCMARK84,84,3379,18,15,0.387275,1.437852,1,1.43228,20.816914,1.6,19.853,0.000224,0.879859,85,1,0,0
LCCONT,LCCONT,LCCONT82,82,3380,18,15,0.369393,1.477152,1,1.43228,20.978625,1.6,27.679,0.000313,0.879859,85,1,0,0
MCLYNX,MCLYNX,MCLYNX85,85,3381,18,15,0.353535,1.080101,0,2.237937,5.343866,2.5,85.871,0.000971,0.879859,85,1,0,0
MCTOPA,MCTOPA,MCTOPA85,85,3385,18,15,0.408163,1.16843,0,2.237937,7.218401,2.5,73.098,0.000826,0.879859,85,1,0,0
MCCAPR,MCCAPR,MCCAPR79,79,3386,18,15,0.312057,1.237581,0,2.058902,7.3829,2.3,15.389,0.000174,0.879859,85,1,0,0
MCCOUG,MCCOUG,MCCOUG84,84,3389,18,15,0.410256,1.404936,0,1.700832,9.89777,1.9,119.225,0.001348,0.879859,85,1,0,0
MCMARQ,MCMARQ,MCMARQ83,83,3391,18,15,0.304604,1.39515,0,1.879867,8.360595,2.1,87.844,0.000993,0.879859,85,1,0,0
MCGRAN,MCGRAN,MCGRAN84,84,3394,18,15,0.382827,1.6585,0,1.43228,11.435874,1.6,135.202,0.001528,0.879859,85,1,0,0
ODFIRE,ODFIRE,ODFIRE84,84,3396,19,15,0.368973,1.1453,0,1.611314,6.996283,1.8,49.58,0.00056,0.879859,85,1,0,0
ODCUTL,ODCUTL,ODCUTL75,75,3398,19,15,0.340241,1.432,0,1.700832,9.257435,1.9,217.504,0.002459,0.879859,85,1,0,0
ODCALA,ODCALA,ODCALA85,85,3400,19,15,0.366242,1.187475,0,2.148419,7.898699,2.4,122.81,0.001388,0.879859,85,1,0,0
ODCIER,ODCIER,ODCIER84,84,3402,19,15,0.334789,1.30938,0,2.058902,8.826208,2.3,333.585,0.003771,0.879859,85,1,0,0
ODDELT,ODDELT,ODDELT77,77,3406,19,15,0.312945,1.664103,0,1.521797,9.847584,1.7,188.129,0.002127,0.879859,85,1,0,0
OD98,OD98,OD9885,85,3409,19,15,0.379133,1.402296,1,1.700832,13.629182,1.9,122.421,0.001384,0.879859,85,1,0,0
ODTORO,ODTORO,ODTORO85,85,3410,19,15,0.363353,1.47084,1,1.521797,15.611524,1.7,32.093,0.000363,0.879859,85,1,0,0
PLHORI,PLHORI,PLHORI80,80,3414,16,15,0.294388,1.084384,0,2.506489,5.554833,2.8,84.5,0.000955,0.879859,85,1,0,0
PLTURI,PLTURI,PLTURI85,85,3415,16,15,0.455982,1.165916,0,1.879867,6.118959,2.1,52.817,0.000597,0.879859,85,1,0,0
PLRELI,PLRELI,PLRELI83,83,3416,16,15,0.40117,1.208046,0,2.327454,6.541822,2.6,138.833,0.001569,0.879859,85,1,0,0
PLCARA,PLCARA,PLCARA85,85,3418,16,15,0.381797,1.26888,0,2.058902,8.251859,2.3,35.954,0.000406,0.879859,85,1,0,0
PLGRAN,PLGRAN,PLGRAN84,84,3419,16,15,0.365888,1.526294,0,1.43228,8.73513,1.6,17.627,0.000199,0.879859,85,1,0,0
PT1000,PT1000,PT100084,84,3420,19,15,0.31205,1.018464,0,2.506489,5.292751,2.8,22.424,0.000253,0.879859,85,1,0,0
PTSUNB,PTSUNB,PTSUNB85,85,3421,19,15,0.632378,1.206674,0,1.611314,6.500929,1.8,116.837,0.001321,0.879859,85,1,0,0
PTGRAN,PTGRAN,PTGRAN85,85,3423,19,15,0.364212,1.187475,0,2.148419,7.430297,2.4,121.273,0.001371,0.879859,85,1,0,0
PT6000,PT6000,PT600082,82,3425,19,15,0.331412,1.35936,0,2.058902,8.437732,2.3,165.728,0.001874,0.879859,85,1,0,0
PTFIER,PTFIER,PTFIER84,84,3429,19,15,0.36933,1.107223,0,2.237937,7.894981,2.5,90.303,0.001021,0.879859,85,1,0,0
PTFIRE,PTFIRE,PTFIRE85,85,3430,19,15,0.46028,1.374876,0,1.611314,8.065985,1.8,100.16,0.001132,0.879859,85,1,0,0
PTBONN,PTBONN,PTBONN84,84,3432,19,15,0.341933,1.433432,0,1.700832,8.874535,1.9,52.972,0.000599,0.879859,85,1,0,0
PTGRAN,PTGRAN,PTGRAN84,84,3434,19,15,0.340347,1.459737,0,1.700832,8.893123,1.9,57.153,0.000646,0.879859,85,1,0,0
PTPARI,PTPARI,PTPARI85,85,3436,19,15,0.371747,1.597866,0,1.611314,9.660781,1.8,69.049,0.000781,0.879859,85,1,0,0
ARGTV6,ARGTV6,ARGTV681,81,3439,20,15,0.545519,1.12136,1,1.700832,15.334572,1.9,4.502,0.000051,0.879859,85,0,0,1
AD5000,AD5000,AD500083,83,3441,7,15,0.386779,1.375878,1,1.700832,16.459108,1.9,39.742,0.000449,0.879859,85,0,0,1
AD4000,AD4000,AD400085,85,3443,7,15,0.436457,1.169092,1,2.148419,12.964684,2.4,17.352,0.000196,0.879859,85,0,0,1
BW318i,BW318i,BW318i84,84,3444,8,15,0.412245,1.145664,1,2.058902,15.729554,2.3,23.111,0.000261,0.879859,85,0,0,1
BW325e,BW325e,BW325e85,85,3445,8,15,0.422339,1.145664,1,1.879867,19.614312,2.1,30.819,0.000348,0.879859,85,0,0,1
BW528e,BW528e,BW528e82,82,3446,8,15,0.396072,1.26441,1,1.790349,22.829926,2,17.749,0.000201,0.879859,85,0,0,1
BW735i,BW735i,BW735i85,85,3449,8,15,0.519258,1.399566,1,1.521797,34.275093,1.7,9.937,0.000112,0.879859,85,0,0,1
BW635L,BW635L,BW635L85,85,3450,8,15,0.538462,1.315902,1,1.521797,38.39684,1.7,4.423,0.00005,0.879859,85,0,0,1
HDCIVI,HDCIVI,HDCIVI85,85,3451,3,15,0.391955,1.04576,0,2.685524,6.77974,3,155.17,0.001754,0.879859,85,0,1,0
HDCRXH,HDCRXH,HDCRXH85,85,3454,3,15,0.358209,0.923994,0,3.401664,6.021375,3.8,52.861,0.000598,0.879859,85,0,1,0
HDACCO,HDACCO,HDACCO84,84,3455,3,15,0.389316,1.143608,0,2.416972,8.22026,2.7,267.9,0.003029,0.879859,85,0,1,0
HDPREL,HDPREL,HDPREL83,83,3456,3,15,0.454959,1.131279,0,2.237937,9.614312,2.5,75.938,0.000858,0.879859,85,0,1,0
